scenario_id,part_index,trial_index,seed,true_snr_db,true_dt_s,true_freq_hz,message_text,cycle_utc,gap_cycles,resolved_expected,announce_text,announce_freq_hz,announce_snr_db,announce_cycle_utc,reference_text,reference_freq_hz,reference_snr_db,reference_cycle_utc,resolved_callsign,unresolved_placeholder
S8,0,1,686175255,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-22T20:33:30Z,,,,,,,,,,,,
S8,0,1,686175255,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-22T20:33:30Z,,,,,,,,,,,,
S8,0,2,147853078,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,2,147853078,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-22T20:34:00Z,,,,,,,,,,,,
S8,0,3,1651849846,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,3,1651849846,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-22T20:34:30Z,,,,,,,,,,,,
S8,0,4,285589846,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-22T20:35:00Z,,,,,,,,,,,,
S8,0,4,285589846,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-22T20:35:00Z,,,,,,,,,,,,
S1,0,0,913544046,-12.0,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:35:30Z,,,,,,,,,,,,
S1,0,1,68344610,-12.0,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:36:00Z,,,,,,,,,,,,
S1,0,2,205210819,-12.0,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:36:30Z,,,,,,,,,,,,
S1,1,0,1915168523,-8.1,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:37:00Z,,,,,,,,,,,,
S1,1,1,1105300121,-8.1,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:37:30Z,,,,,,,,,,,,
S1,1,2,1345625016,-8.1,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:38:00Z,,,,,,,,,,,,
S1,2,0,1491760006,-5.8,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:38:30Z,,,,,,,,,,,,
S1,2,1,546635023,-5.8,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:39:00Z,,,,,,,,,,,,
S1,2,2,714902369,-5.8,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:39:30Z,,,,,,,,,,,,
S1,3,0,474144144,-2.3,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:40:00Z,,,,,,,,,,,,
S1,3,1,1226819330,-2.3,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:40:30Z,,,,,,,,,,,,
S1,3,2,1182452760,-2.3,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:41:00Z,,,,,,,,,,,,
S1,4,0,184630235,0.4,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:41:30Z,,,,,,,,,,,,
S1,4,1,792672454,0.4,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:42:00Z,,,,,,,,,,,,
S1,4,2,2116022063,0.4,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:42:30Z,,,,,,,,,,,,
S1,5,0,528655056,3.5,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:43:00Z,,,,,,,,,,,,
S1,5,1,108725431,3.5,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:43:30Z,,,,,,,,,,,,
S1,5,2,2006277236,3.5,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:44:00Z,,,,,,,,,,,,
S1,6,0,147152921,6.6,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:44:30Z,,,,,,,,,,,,
S1,6,1,1953053430,6.6,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:45:00Z,,,,,,,,,,,,
S1,6,2,147567551,6.6,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:45:30Z,,,,,,,,,,,,
S1,7,0,1402667823,9.3,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:46:00Z,,,,,,,,,,,,
S1,7,1,1425587327,9.3,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:46:30Z,,,,,,,,,,,,
S1,7,2,718289455,9.3,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:47:00Z,,,,,,,,,,,,
S1,8,0,1206520285,12.8,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:47:30Z,,,,,,,,,,,,
S1,8,1,1462033172,12.8,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:48:00Z,,,,,,,,,,,,
S1,8,2,1537966073,12.8,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:48:30Z,,,,,,,,,,,,
S1,9,0,758409719,15.1,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:49:00Z,,,,,,,,,,,,
S1,9,1,1723470335,15.1,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:49:30Z,,,,,,,,,,,,
S1,9,2,1581091521,15.1,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:50:00Z,,,,,,,,,,,,
S1b,0,0,670279447,-24,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:50:30Z,,,,,,,,,,,,
S1b,0,1,755619207,-24,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:51:00Z,,,,,,,,,,,,
S1b,0,2,405040029,-24,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:51:30Z,,,,,,,,,,,,
S1b,1,0,421145395,-21,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:52:00Z,,,,,,,,,,,,
S1b,1,1,617056408,-21,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:52:30Z,,,,,,,,,,,,
S1b,1,2,1338794941,-21,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:53:00Z,,,,,,,,,,,,
S1b,2,0,265536591,-18,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:53:30Z,,,,,,,,,,,,
S1b,2,1,984384874,-18,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:54:00Z,,,,,,,,,,,,
S1b,2,2,1445559193,-18,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:54:30Z,,,,,,,,,,,,
S1b,3,0,799072493,-15,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:55:00Z,,,,,,,,,,,,
S1b,3,1,1267271188,-15,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:55:30Z,,,,,,,,,,,,
S1b,3,2,60044557,-15,0.2,1500,CQ Q1ABC FN42,2026-08-22T20:56:00Z,,,,,,,,,,,,
S2,0,0,1289144792,0,0.2,300,CQ Q1ABC FN42,2026-08-22T20:56:30Z,,,,,,,,,,,,
S2,0,1,68113513,0,0.2,300,CQ Q1ABC FN42,2026-08-22T20:57:00Z,,,,,,,,,,,,
S2,0,2,492170927,0,0.2,300,CQ Q1ABC FN42,2026-08-22T20:57:30Z,,,,,,,,,,,,
S2,1,0,2106742562,0,0.2,567,CQ Q1ABC FN42,2026-08-22T20:58:00Z,,,,,,,,,,,,
S2,1,1,1155555599,0,0.2,567,CQ Q1ABC FN42,2026-08-22T20:58:30Z,,,,,,,,,,,,
S2,1,2,1218472882,0,0.2,567,CQ Q1ABC FN42,2026-08-22T20:59:00Z,,,,,,,,,,,,
S2,2,0,1410889249,0,0.2,834,CQ Q1ABC FN42,2026-08-22T20:59:30Z,,,,,,,,,,,,
S2,2,1,1295536992,0,0.2,834,CQ Q1ABC FN42,2026-08-22T21:00:00Z,,,,,,,,,,,,
S2,2,2,1338324977,0,0.2,834,CQ Q1ABC FN42,2026-08-22T21:00:30Z,,,,,,,,,,,,
S2,3,0,1727962604,0,0.2,1101,CQ Q1ABC FN42,2026-08-22T21:01:00Z,,,,,,,,,,,,
S2,3,1,505940398,0,0.2,1101,CQ Q1ABC FN42,2026-08-22T21:01:30Z,,,,,,,,,,,,
S2,3,2,1702346768,0,0.2,1101,CQ Q1ABC FN42,2026-08-22T21:02:00Z,,,,,,,,,,,,
S2,4,0,1635038415,0,0.2,1368,CQ Q1ABC FN42,2026-08-22T21:02:30Z,,,,,,,,,,,,
S2,4,1,1183238402,0,0.2,1368,CQ Q1ABC FN42,2026-08-22T21:03:00Z,,,,,,,,,,,,
S2,4,2,333126784,0,0.2,1368,CQ Q1ABC FN42,2026-08-22T21:03:30Z,,,,,,,,,,,,
S2,5,0,356586922,0,0.2,1635,CQ Q1ABC FN42,2026-08-22T21:04:00Z,,,,,,,,,,,,
S2,5,1,1328624968,0,0.2,1635,CQ Q1ABC FN42,2026-08-22T21:04:30Z,,,,,,,,,,,,
S2,5,2,843406380,0,0.2,1635,CQ Q1ABC FN42,2026-08-22T21:05:00Z,,,,,,,,,,,,
S2,6,0,1939969654,0,0.2,1902,CQ Q1ABC FN42,2026-08-22T21:05:30Z,,,,,,,,,,,,
S2,6,1,441937503,0,0.2,1902,CQ Q1ABC FN42,2026-08-22T21:06:00Z,,,,,,,,,,,,
S2,6,2,781512667,0,0.2,1902,CQ Q1ABC FN42,2026-08-22T21:06:30Z,,,,,,,,,,,,
S2,7,0,1531496940,0,0.2,2169,CQ Q1ABC FN42,2026-08-22T21:07:00Z,,,,,,,,,,,,
S2,7,1,326924126,0,0.2,2169,CQ Q1ABC FN42,2026-08-22T21:07:30Z,,,,,,,,,,,,
S2,7,2,199391290,0,0.2,2169,CQ Q1ABC FN42,2026-08-22T21:08:00Z,,,,,,,,,,,,
S2,8,0,2105928740,0,0.2,2436,CQ Q1ABC FN42,2026-08-22T21:08:30Z,,,,,,,,,,,,
S2,8,1,2122849215,0,0.2,2436,CQ Q1ABC FN42,2026-08-22T21:09:00Z,,,,,,,,,,,,
S2,8,2,1792617518,0,0.2,2436,CQ Q1ABC FN42,2026-08-22T21:09:30Z,,,,,,,,,,,,
S2,9,0,1083440476,0,0.2,2700,CQ Q1ABC FN42,2026-08-22T21:10:00Z,,,,,,,,,,,,
S2,9,1,406326303,0,0.2,2700,CQ Q1ABC FN42,2026-08-22T21:10:30Z,,,,,,,,,,,,
S2,9,2,2144757372,0,0.2,2700,CQ Q1ABC FN42,2026-08-22T21:11:00Z,,,,,,,,,,,,
S3,0,0,1030001410,0,0.0,1500,CQ Q1ABC FN42,2026-08-22T21:11:30Z,,,,,,,,,,,,
S3,0,1,59102629,0,0.0,1500,CQ Q1ABC FN42,2026-08-22T21:12:00Z,,,,,,,,,,,,
S3,0,2,917633151,0,0.0,1500,CQ Q1ABC FN42,2026-08-22T21:12:30Z,,,,,,,,,,,,
S3,1,0,1727488921,0,0.3,1500,CQ Q1ABC FN42,2026-08-22T21:13:00Z,,,,,,,,,,,,
S3,1,1,1935099702,0,0.3,1500,CQ Q1ABC FN42,2026-08-22T21:13:30Z,,,,,,,,,,,,
S3,1,2,1247340308,0,0.3,1500,CQ Q1ABC FN42,2026-08-22T21:14:00Z,,,,,,,,,,,,
S3,2,0,2123842217,0,0.6,1500,CQ Q1ABC FN42,2026-08-22T21:14:30Z,,,,,,,,,,,,
S3,2,1,741456992,0,0.6,1500,CQ Q1ABC FN42,2026-08-22T21:15:00Z,,,,,,,,,,,,
S3,2,2,859851708,0,0.6,1500,CQ Q1ABC FN42,2026-08-22T21:15:30Z,,,,,,,,,,,,
S3,3,0,1497291008,0,0.9,1500,CQ Q1ABC FN42,2026-08-22T21:16:00Z,,,,,,,,,,,,
S3,3,1,2122590732,0,0.9,1500,CQ Q1ABC FN42,2026-08-22T21:16:30Z,,,,,,,,,,,,
S3,3,2,1592902622,0,0.9,1500,CQ Q1ABC FN42,2026-08-22T21:17:00Z,,,,,,,,,,,,
S3,4,0,1269981715,0,1.2,1500,CQ Q1ABC FN42,2026-08-22T21:17:30Z,,,,,,,,,,,,
S3,4,1,1736958637,0,1.2,1500,CQ Q1ABC FN42,2026-08-22T21:18:00Z,,,,,,,,,,,,
S3,4,2,204596110,0,1.2,1500,CQ Q1ABC FN42,2026-08-22T21:18:30Z,,,,,,,,,,,,
S3,5,0,1505505932,0,1.5,1500,CQ Q1ABC FN42,2026-08-22T21:19:00Z,,,,,,,,,,,,
S3,5,1,574426862,0,1.5,1500,CQ Q1ABC FN42,2026-08-22T21:19:30Z,,,,,,,,,,,,
S3,5,2,2081296688,0,1.5,1500,CQ Q1ABC FN42,2026-08-22T21:20:00Z,,,,,,,,,,,,
S3,6,0,1872296474,0,1.8,1500,CQ Q1ABC FN42,2026-08-22T21:20:30Z,,,,,,,,,,,,
S3,6,1,1187247710,0,1.8,1500,CQ Q1ABC FN42,2026-08-22T21:21:00Z,,,,,,,,,,,,
S3,6,2,1223745501,0,1.8,1500,CQ Q1ABC FN42,2026-08-22T21:21:30Z,,,,,,,,,,,,
S3,7,0,626911129,0,2.1,1500,CQ Q1ABC FN42,2026-08-22T21:22:00Z,,,,,,,,,,,,
S3,7,1,1969339727,0,2.1,1500,CQ Q1ABC FN42,2026-08-22T21:22:30Z,,,,,,,,,,,,
S3,7,2,115451501,0,2.1,1500,CQ Q1ABC FN42,2026-08-22T21:23:00Z,,,,,,,,,,,,
S3,8,0,1467476825,0,2.4,1500,CQ Q1ABC FN42,2026-08-22T21:23:30Z,,,,,,,,,,,,
S3,8,1,154111274,0,2.4,1500,CQ Q1ABC FN42,2026-08-22T21:24:00Z,,,,,,,,,,,,
S3,8,2,1142253482,0,2.4,1500,CQ Q1ABC FN42,2026-08-22T21:24:30Z,,,,,,,,,,,,
S3,9,0,395916349,0,2.7,1500,CQ Q1ABC FN42,2026-08-22T21:25:00Z,,,,,,,,,,,,
S3,9,1,1232141577,0,2.7,1500,CQ Q1ABC FN42,2026-08-22T21:25:30Z,,,,,,,,,,,,
S3,9,2,1753739609,0,2.7,1500,CQ Q1ABC FN42,2026-08-22T21:26:00Z,,,,,,,,,,,,
S4,0,0,1380025803,0.0,0.0,1500.0,CQ Q1ABC FN42,2026-08-22T21:26:30Z,,,,,,,,,,,,
S4,0,1,1028796488,0.0,0.0,1500.0,CQ Q1ABC FN42,2026-08-22T21:27:00Z,,,,,,,,,,,,
S4,0,2,1457782904,0.0,0.0,1500.0,CQ Q1ABC FN42,2026-08-22T21:27:30Z,,,,,,,,,,,,
S4,1,0,1710814298,-12.0,0.0,300.0,CQ Q1ABC FN42,2026-08-22T21:28:00Z,,,,,,,,,,,,
S4,1,0,1710814298,-8.0,0.0,900.0,Q4XYZ Q1ABC -07,2026-08-22T21:28:00Z,,,,,,,,,,,,
S4,1,0,1710814298,-5.0,0.0,1500.0,Q3PQR Q1ABC RR73,2026-08-22T21:28:00Z,,,,,,,,,,,,
S4,1,0,1710814298,-3.0,0.0,2100.0,Q1ABC Q4XYZ FN42,2026-08-22T21:28:00Z,,,,,,,,,,,,
S4,1,0,1710814298,0.0,0.0,2700.0,Q5DEF Q1ABC +03,2026-08-22T21:28:00Z,,,,,,,,,,,,
S4,1,1,1662193313,-12.0,0.0,300.0,CQ Q1ABC FN42,2026-08-22T21:28:30Z,,,,,,,,,,,,
S4,1,1,1662193313,-8.0,0.0,900.0,Q4XYZ Q1ABC -07,2026-08-22T21:28:30Z,,,,,,,,,,,,
S4,1,1,1662193313,-5.0,0.0,1500.0,Q3PQR Q1ABC RR73,2026-08-22T21:28:30Z,,,,,,,,,,,,
S4,1,1,1662193313,-3.0,0.0,2100.0,Q1ABC Q4XYZ FN42,2026-08-22T21:28:30Z,,,,,,,,,,,,
S4,1,1,1662193313,0.0,0.0,2700.0,Q5DEF Q1ABC +03,2026-08-22T21:28:30Z,,,,,,,,,,,,
S4,1,2,196226190,-12.0,0.0,300.0,CQ Q1ABC FN42,2026-08-22T21:29:00Z,,,,,,,,,,,,
S4,1,2,196226190,-8.0,0.0,900.0,Q4XYZ Q1ABC -07,2026-08-22T21:29:00Z,,,,,,,,,,,,
S4,1,2,196226190,-5.0,0.0,1500.0,Q3PQR Q1ABC RR73,2026-08-22T21:29:00Z,,,,,,,,,,,,
S4,1,2,196226190,-3.0,0.0,2100.0,Q1ABC Q4XYZ FN42,2026-08-22T21:29:00Z,,,,,,,,,,,,
S4,1,2,196226190,0.0,0.0,2700.0,Q5DEF Q1ABC +03,2026-08-22T21:29:00Z,,,,,,,,,,,,
S4,2,0,139150452,-15.0,0.0,300.0,CQ Q1ABC FN42,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,-12.0,0.0,566.6666666666667,Q4XYZ Q1ABC -07,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,-10.0,0.0,833.3333333333334,Q3PQR Q1ABC RR73,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,-8.0,0.0,1100.0,Q1ABC Q4XYZ FN42,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,-5.0,0.0,1366.6666666666667,Q5DEF Q1ABC +03,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,-3.0,0.0,1633.3333333333333,Q1DEF Q1ABC DM79,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,-1.0,0.0,1900.0,Q1ABC Q5DEF 73,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,0.0,0.0,2166.666666666667,Q4XYZ Q3PQR -15,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,2.0,0.0,2433.3333333333335,Q1JKL Q1ABC PM85,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,0,139150452,3.0,0.0,2700.0,Q1ABC Q1DEF -05,2026-08-22T21:29:30Z,,,,,,,,,,,,
S4,2,1,1124369827,-15.0,0.0,300.0,CQ Q1ABC FN42,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,-12.0,0.0,566.6666666666667,Q4XYZ Q1ABC -07,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,-10.0,0.0,833.3333333333334,Q3PQR Q1ABC RR73,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,-8.0,0.0,1100.0,Q1ABC Q4XYZ FN42,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,-5.0,0.0,1366.6666666666667,Q5DEF Q1ABC +03,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,-3.0,0.0,1633.3333333333333,Q1DEF Q1ABC DM79,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,-1.0,0.0,1900.0,Q1ABC Q5DEF 73,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,0.0,0.0,2166.666666666667,Q4XYZ Q3PQR -15,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,2.0,0.0,2433.3333333333335,Q1JKL Q1ABC PM85,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,1,1124369827,3.0,0.0,2700.0,Q1ABC Q1DEF -05,2026-08-22T21:30:00Z,,,,,,,,,,,,
S4,2,2,820497043,-15.0,0.0,300.0,CQ Q1ABC FN42,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,-12.0,0.0,566.6666666666667,Q4XYZ Q1ABC -07,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,-10.0,0.0,833.3333333333334,Q3PQR Q1ABC RR73,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,-8.0,0.0,1100.0,Q1ABC Q4XYZ FN42,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,-5.0,0.0,1366.6666666666667,Q5DEF Q1ABC +03,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,-3.0,0.0,1633.3333333333333,Q1DEF Q1ABC DM79,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,-1.0,0.0,1900.0,Q1ABC Q5DEF 73,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,0.0,0.0,2166.666666666667,Q4XYZ Q3PQR -15,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,2.0,0.0,2433.3333333333335,Q1JKL Q1ABC PM85,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,2,2,820497043,3.0,0.0,2700.0,Q1ABC Q1DEF -05,2026-08-22T21:30:30Z,,,,,,,,,,,,
S4,3,0,11459573,-24.0,0.0,300.0,CQ Q1ABC FN42,2026-08-22T21:31:00Z,,,,,,,,,,,,
S4,3,0,11459573,-21.0,0.0,426.3157894736842,Q4XYZ Q1ABC -07,2026-08-22T21:31:00Z,,,,,,,,,,,,
