scenario_id,part_index,trial_index,seed,true_snr_db,true_dt_s,true_freq_hz,message_text,cycle_utc,gap_cycles,resolved_expected,announce_text,announce_freq_hz,announce_snr_db,announce_cycle_utc,reference_text,reference_freq_hz,reference_snr_db,reference_cycle_utc,resolved_callsign,unresolved_placeholder
S8HN,0,2,1515122330,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:36:30Z,,,,,,,,,,,,
S8HN,0,2,1515122330,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:36:30Z,,,,,,,,,,,,
S8HN,0,2,1515122330,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:36:30Z,,,,,,,,,,,,
S8HN,0,2,1515122330,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:36:30Z,,,,,,,,,,,,
S8HN,0,2,1515122330,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:36:30Z,,,,,,,,,,,,
S8HN,0,2,1515122330,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:36:30Z,,,,,,,,,,,,
S8HN,0,2,1515122330,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:36:30Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,3,1552634760,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:37:00Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,4,1469482083,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:37:30Z,,,,,,,,,,,,
S8HN,0,5,880430594,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,5,880430594,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:38:00Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,6,1528455687,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:38:30Z,,,,,,,,,,,,
S8HN,0,7,1979038,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,7,1979038,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:39:00Z,,,,,,,,,,,,
S8HN,0,8,226664545,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,8,226664545,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:39:30Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,9,1964511511,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:40:00Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,10,1127377714,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:40:30Z,,,,,,,,,,,,
S8HN,0,11,701260888,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,11,701260888,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:41:00Z,,,,,,,,,,,,
S8HN,0,12,321623125,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,12,321623125,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:41:30Z,,,,,,,,,,,,
S8HN,0,13,910696867,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,13,910696867,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:42:00Z,,,,,,,,,,,,
S8HN,0,14,861970880,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,14,861970880,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:42:30Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-6.0,0.0,1500.0,Q9XYZ Q1AW 73,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-3.0,0.5,1650.0,Q1AW Q9XYZ RR73,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-15.0,0.0,1900.0,Q9XYZ Q1ABC +03,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,-8.0,0.0,2150.0,CQ Q1AW EN37,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,15,1575469128,3.0,0.0,2550.0,Q1ABC Q9XYZ R-05,2026-08-23T10:43:00Z,,,,,,,,,,,,
S8HN,0,16,1534134794,-8.0,0.0,450.0,CQ Q1ABC FN42,2026-08-23T10:43:30Z,,,,,,,,,,,,
S8HN,0,16,1534134794,-3.0,0.0,650.0,Q1ABC Q9XYZ -10,2026-08-23T10:43:30Z,,,,,,,,,,,,
S8HN,0,16,1534134794,-12.0,0.0,850.0,Q9XYZ Q1ABC R-08,2026-08-23T10:43:30Z,,,,,,,,,,,,
S8HN,0,16,1534134794,0.0,0.0,1050.0,CQ Q1AW FN31,2026-08-23T10:43:30Z,,,,,,,,,,,,
S8HN,0,16,1534134794,-5.0,0.0,1150.0,Q1AW Q1ABC +05,2026-08-23T10:43:30Z,,,,,,,,,,,,
S8HN,0,16,1534134794,-8.0,0.0,1162.0,Q1ABC Q1AW RR73,2026-08-23T10:43:30Z,,,,,,,,,,,,
S8HN,0,16,1534134794,0.0,0.0,1500.0,CQ Q9XYZ EN37,2026-08-23T10:43:30Z,,,,,,,,,,,,
